artDate,year,intern_id,content
107年9月16日,107,18,10月開始是大四實習的第四個月，十月的第二週，認識很久的朋友請我幫他規劃長照險，也有想幫爸爸媽媽規劃，很開心朋友有那麼好的觀念，又孝順~我覺得我們人生都該有三本存摺，一本儲蓄，一本存健康，另外一本就要存朋友~
107年9月16日,107,18,禮拜五晚上和大家討論未來的目標，經過思考會覺得未來越來越清晰。
107年10月21日,107,18,10月開始是大四實習的第四個月，十月的第三週，這禮拜遇到個很特別的客戶，在路上填問卷時，他直接告訴我他是拒保戶，見面後發現原來他也是屏東人，而且就住在我們家對面，從小吃我們家的麵包長大的，我覺得這工作很棒的是，每天都充滿驚喜，每天都在遇見不同的人，相信我一定能在這邊遇到人生的貴人!
107年11月11日,107,18,11月開始是大四實習的第五個月，十一月的第二週，開始陸續送桌曆給客戶，這裡拜見的其中一個客戶是我在南港陌生開發認識的攝影師助理，他是宜蘭人，我覺得我們真心為對方著想對對方好的時候，對方也會把你當作自己的朋友，也對你好的~客戶跟我拿完桌曆就跟我說，宜蘭有很好吃的奶凍捲，說下次來台北要買給我吃，我聽了真的覺得好開心喔~從客戶變朋友的覺很棒
107年11月4日,107,18,11月開始是大四實習的第五個月，十一月的第一週，幫自己排了很多公司的課程，這禮拜上的是壽險商品班，講師幫我們加強商品知識，還跟我們分享了很多實例，我覺得經驗是最珍貴的，講師很幽默風趣，內容又很豐富，雖然要上三個整天但我我覺得收穫真的很多~我覺得在這邊很棒因為，所有課程都是免費的，可以好好利用資源充實自己。
107年12月5日,107,18,蔡康永有出一本書，叫做蔡康永的說話之道。說話真的是一門藝術，在這邊我學最多的就是說話，一句話有很多種不同的表現方式，我們需要同理客戶，不用「你」稱呼客戶，而是同理客戶後用「我們」來增強感受。一開始都會不習慣，還是會用你來稱呼客戶，但習慣後融入了我們的生活，這樣好的說話方式，其實不管是工作上，或是跟朋友聊天，都是很舒服自然的方式！好的業務員，我覺得需要很會聆聽，講話倒是其次，但如果會聽也會講，就非常加分。
107年12月5日,107,18,在實習期間，我印象最深刻的是，跟一個陌生開發認識的男客戶，約在西門町的肯德基，客戶想要了解儲蓄險。到那邊之後我開始覺得客戶的眼神讓我非常不舒服，就是一直盯著我的裙子跟腿，之後開始想碰我的手，他第一次碰到我的時候是假藉要跟我借筆，之後又碰我頭髮跟手錶，我真的很生氣，就直接跟客戶說，如果你要在碰到我，那我不會再跟你談下去。我覺得身為業務員我們有權利選擇我們的客戶，因為我喜歡跟客戶像跟朋友一樣，我們人生有三本存摺，一本儲蓄健康，一本儲蓄金錢，另一本就是儲蓄朋友，這種不尊重人的行為是沒必要忍耐的，也要明確地和對方說明自己不喜歡。
107年12月5日,107,18,就算實習期間結束，我還是會繼續留在這邊，繼續服務我的家人朋友跟客戶。我的目標是在明年晉升業務主管，希望能在這邊認識能一起戰鬥的夥伴，帶領著大家往前，新的一年即將要開始，我會再次調整箱型時間，我覺得我們的工作行程就是要不斷的改變，不斷地讓工作更有效率，才能更快的達成目標。因為還沒有碰過理賠的問題，所以希望能多聽到一些前輩的分享，每次前輩的分享都是珍貴的經驗，我們都要把他一點一滴的學起來，然後學以致用。再這邊的專業我覺得一輩子都學不完，好的地方是，我們會懂得虛心請教，不分年齡也不分位階，只要有問題就是請教比自己專業的人，我覺得這樣是非常好的工作氛圍。
107年7月1日,107,19,在sogo上課的這一週學習了許多工作的禮儀以及儀態上的調整，以前常常逛sogo就覺得他們的服務人員和電梯小姐都非常有禮貌又優雅。自己上過課後才知道，每一個服務人員在可以上崗位之前都是要經過努力學習和各種練習，在上崗位之後才能從容的面對各種克客人和問題。而電梯小姐的職責原來也不只是按按電梯如此簡單，我們甚至要去百貨的每一層樓畫平面圖，了解各層樓的銷售品牌與重點。
107年07月08日,107,19,第一次參與SOGO的開店程序，才發現SOGO是很貼心的公司，開店前會有服務人員在大門口宣導，除此之外還因體恤身障人士，會加入手語的解說，在下雨天時也會特別叮嚀客人小心天雨路滑，這些都是其他百貨幾乎看不到的服務，也難怪它能在台北眾多的百貨裡脫穎而出！這兩個禮拜的上課內容雖然都是一直重複相同的口號、禮儀及站姿等等，但是也足以證明SOGO對每個員工的要求，希望能給顧客最好的服務態度。
107年07月21日,107,19,這周是第一次實際進梯內看學長姐們如何引導客人和操作電梯，在梯內時真的會遇到各種不一樣的客人、狀況和問題，這也是為什麼常常上課的重點都要一再重複，為的就是上崗位後能臨危不亂。看著學長姐們執勤時的臨危不亂，不禁感到佩服，有時候遇到各式各樣的客人也能隨機應變，這真的是需要長期的經驗累積才能做得到的。還有周六驗收樓層圖時，主管給我們看歷屆學長姐的作品，整理得非常整齊且有條理，再回頭看看自己的，還需要很大的努力呢！除了筆記外，學姐們的優雅儀態也是我們需要努力看齊的目標。
107年08月04日,107,19,由於要修課的天數較多和SOGO的休假無法配合，這週開始辦理轉職的程序，經由上屆學姐介紹「瑪思活動創意有限公司」，上班的時間較彈性能配合學校的修課事宜，週五週六是我接的第一個活動，因應父親節即將到來，新光三越A9獨家舉辦「有愛大聲說」的活動，當日在A9用餐的家庭，只要小孩願意和父親有個互動或表達心中感謝的話就能免費幫他們拍一張拍立得贈與他們，若是擁抱就能得到樓下的紅白酒券。兩天下來覺得現在小孩真的比較害羞，有許多小孩羞於開口表達自己的感受，藉由這個活動讓平時辛苦的爸爸得到幾句鼓勵及感謝的話，是非常有意義的活動呢。
107年08月11日,107,19,週日與父親節當天一樣是信義A9的有愛大聲說活動，父親節當天許客人對這個活動的回應相當熱絡，在這個步調快又被智慧型手機綁架的生活中，人與人面對面的對話表達，往往是最簡單也最難的一小步，很謝謝新光三越這次讓我有機會能跑這個活動，讓我看到很多可愛的大小家庭，心裡也感到暖暖的呢！
107年08月11日,107,19,週五週六是我接的第一場演唱會，這次是站在驗票口的崗位上，第一次當工作人員學習到很多要注意的細節、撕驗票的技巧等等，讓我的假日過得非常充實！
107年08月18日,107,19,經歷前面兩天的頑童演唱會，第三天已經非常熟練了，以前不懂工作人員的辛苦，當自己成了工作人員才知道是多麼累人，剛開場時觀眾不斷進場，看著後面的人潮也是非常有壓力的，不過也不能因此沒有看清楚票的細項就放觀眾入場，有時候也會遇到明明有公告不能攜帶食物卻硬要帶入場的觀眾，只能說各行各業有自己的難處呢！
107年08月18日,107,19,第二場是杜娃黎波的演場會，這次的崗位是撕驗票及內場，每一個職位都有需要做好的事情，不然就會跟著連累到另一個崗位的同事，例如門口的人需要仔細撕驗票和檢查違禁品，不然若是已經進場的觀眾再被查到就會造成內場同事的麻煩！
107年08月25日,107,19,週四的Jessie J演唱會是在南港停車場，這也是我第一場在戶外的活動，當天上午就到會場了，實在是非常炎熱呀！這種歐美團的演唱會也比較注重安檢的問題，在進場時要特別注意不能帶入場的東西，北車的茶裏王裝置主要是引導民眾體驗智慧裝置後就能得到一瓶茶裏王！第一天執行活動時其實很緊張，因為我是一個比較不擅於和陌生人開口講話的人，對我來說是一大挑戰，不過也許很多事情都是熟能生巧，第二次上工時我也就上手許多了。
107年09月01日,107,19,週六的IKON是我接的第一場韓團演唱會，地點在林口體育館，這次的工作是內場督導小助手，第一次當小助手的感覺有點不知所措，因為第一次在內場也是第一次來林口體育館，雖然後來帶位有出現一些問題，不過督導人很好也都很有耐心的教導我們，內場最需要注意的就是帶位正確與否，因為只要有一個人坐錯位置，就會連帶影響到其他觀眾。在內場雖然比較累，卻也很充實！
107年09月08日,107,19,經過了前一天的ikon洗禮，同一個經紀公司的韓團winner演唱會就辦在隔天一樣的林口體育館，韓團不同於歐美團，比較注重的是不能拍照及攝影，安檢部分倒是沒那麼在意，不過在場內的觀眾看到自己喜歡的偶像時，怎麼可能乖乖不拍照不攝影呢，這也是內場的工作之一，若看到有觀眾拿出大台相機或手機在拍照錄影時，一定要過去制止。這也讓我知道以後一定要遵守活動的規範，才不會讓工作人員感到為難，造成別人的麻煩。
107年09月15日,107,19,接過了歐美團、韓團，緊接著這週就是日團了，日團雖說也禁止拍照攝影，但日團的歌迷們真的都非常守規矩！整場兩三個小時下來，偷偷拍照攝影的人沒有超過五個吧，這點倒是讓我非常佩服，並且他們也都很有默契，會在同一個時刻一起起來跳舞呀或是拿起手燈等等，覺得日團的歌迷非常有素質，在活動結束後會隨手拾起垃圾，也不是只撿起自己的垃圾、看到旁邊有小紙屑什麼的都會幫我們撿起來，也會跟我們說聲辛苦了，有時候覺得接活動雖然辛苦，但聽到這些覺得一天過得非常充實且愉快。
107年09月22日,107,19,KING SUPER一樣是和水樹奈奈同樣經紀公司的日本團體，這兩週有四場活動都在林口體育館，對於動線和位置也總算是有個頭緒了，和督導都很慶幸這次沒有帶錯位置，進場時間也都抓得剛剛好，讓活動流程能順利進行，這兩個禮拜的週末雖然工作時間都很長，也都忙到很晚才下班，回到家都快12點了，但是學到很多經驗的我很開心！
107年09月29日,107,19,前兩周連續週末的演唱會轟炸，這週督導建議我休息幾天，才有體力應付週六的running man，相較於前幾場的日團韓團，running man在台灣算是知名度較高的團體，人數也比前幾場更多。不過有前幾場的經驗，對於內場的帶位及注意事項都較為上手了也不會手忙腳亂，不過每一次的現場狀況都不盡相同，這次就因為這個團體是比較會與觀眾互動的，導致前排的觀眾一直想往前衝破護城河，在護城河崗位的同事也有人因此而受傷，看了令人難過，也希望下次主辦單位能有更好的解決辦法。
107年10月06日,107,19,督導這次發了一個三星的活動給我們，週三是第一次面試也順便了解工作內容，對三星的手機其實並不了解，所以這次的活動是一大挑戰，週四的話是第一次上課，上課後對手機也有基本的了解，原來三星很常舉辦類似的快閃體驗展覽，讓經過的人只要有興趣也能了解三星的手機功能。這次主打的手機是新上市的NOTE9，有很多以前我從來不知道道三星有的獨特功能，例如SPEN、雙光圈等，是一隻厲害的手機。
107年10月13日,107,19,上完兩次三星的課程下來，感覺他們是一間有制度的公司，對於每個會在現場與客人接觸到的工讀生都會進行流程及產品的驗收，在這兩次也學到很多專業術語和手機功能的操作，對於以前只懂APPLE的我，也是一大進步呢！週六的體表會，相對於前幾場算是比較輕鬆、步調也比較慢的活動，是只開放給特定居民和軍人及軍人眷屬的免費票券，是一場輕鬆又能看到不同表演性質的活動！
107年10月20日,107,19,週日的車勝元見面會，也是第一次我接到的見面會，型式比較特別，沒有表演也沒有唱歌，就是單純跟歌迷聊聊天然後互動，比較下來韓星真的比起其他國家的偶像會願意給歌迷很多互動的機會，結束之後也有給VIP歌迷專屬的福利！算是非常的親民呢。週五是三星體驗館開展前最後一次的流程課，業主們也特別嚴格的驗收專業話術，開幕的第一天除了台灣三星公司，連韓國的總公司也有好幾個主管來到現場，可見他們很重視這次的活動，開幕的這天我是站服務台，替體驗完的客人兌換贈品以及三星的會員專有的福利兌換，雖然開幕日從早上八點忙到晚上將近十二點，真的很疲勞，不過也有滿滿的收穫。
107年10月27日,107,19,週日是開幕的第二天，一樣是滿滿的人潮與三星的主管，這兩天我都是站服務台的位置，當兌換人潮很多的時候真的會有點手忙腳亂，不過還好現場的場控和督導都會適時的對我伸出援手，替我紓解後面排隊的人潮。平日的晚班就比較沒有那麼可怕了，可以慢慢和現場的客人解釋活動辦法與規則，本來我負責的區域應該是服務台和VR區，不過服務台的工作內容比較繁瑣，要交接起來也比較麻煩，所以之後就是只有負責服務台的部分！
107年11月03日,107,19,對於服務台已經漸漸上手了，每天要統計給業主的資料也慢慢熟悉，不會像剛開始都要拖到很晚才能下班，來體驗的人有一半大概都是帶著小孩來玩的家庭，看了覺得特別有愛呢，平日的人潮比起假日真的少很多，所以我也有更多時間可以去前面體驗區試看看NOTE9的新功能，這樣客人問起時才不會一問三不知。
107年11月03日,107,19,週二的吳赫演唱會也是屬於比較優閒輕鬆的類型，已經開始慢慢習慣，每一個國家的團體會有自己辦演唱會的習慣及嗜好。
107年11月10日,107,19,在出國前上了一天全班，可以好好和同事交接服務台的工作事項，這樣才能安心的出去玩呀！在體驗館其實也挺有趣的，可以學到關於手機及手機週邊很多的知識，雖然我的工作不像大家一樣那麼穩定，但卻能學到各種不同方面的經驗，相信在這實習的一年裡，能累積很多經驗。
107年11月10日,107,19,週六是趕場的一天，三星下班之後趕往林口體育場，因為之前有內場的經驗，所以督導希望我下班後過去支援小助手的部分，雖然很累不過被需要的感覺很好呀。CP查理應該是這幾次以來林口體育館最多人的一次！連延伸座位都拉出來了，將近有一萬多人進場，不過還好這次的內場也是沒有出錯順利的過去了
107年12月06日,107,19,說明：實習期間學到效益，如所學的專業、人際關係、客訴處理、職場倫理等說明。 
107年12月06日,107,19,在活動時常常需要接觸到不同的人，除了觀眾、客戶及同事，因為每一場活動發的工讀生幾乎都不一樣，工作時就需要和不同的人相處，以前我不太擅長主動和人對話，因為這次的實習讓我變得比較外向！初期開始接活動時都會很緊張，在面對不同的突發狀況不知道怎麼應對，漸漸上手之後處理問題也自然許多。還有在接不同展覽及活動時，都能學到不同的知識，像是三星的檔期就可以了解三星手機的功能及使用，一些我們平常不會深入研究的也因為要背話術介紹給客人聽進而瞭解。還有一次的醫療科技展，展示了許多很先進的醫療器材，上班的休息時間也可以去各個攤位瞭解，我覺得這都是其他一般工作不能帶給我的。
107年12月06日,107,19,說明：在實習期間讓您印象最深刻的一件事，您是如何處理或應對的，例如：排班爭議、客訴反應與處理、管理制度反應等。 
107年12月06日,107,19,印象最深刻的應該是，演唱會時常常會依官方而有不同的規定，有些事不能拍照及攝影的，可是有些觀眾還是會偷偷想錄下片段，明明已經勸導過非常多次卻還是依然故我，這時候督導就直接走進座位區請他出來之後，非常清楚的告知他要請他重新過安檢之後才能再進來，雖然可能對觀眾來說偷拍並沒有什麼大不了，但對工作人員來說卻是非常麻煩的！在活動及展覽時也會看到各式各樣的人，為了免費贈品天天來報到、為了想進去活動聲稱自己是記者硬要進去會場的人，剛開始會有點無法置信原來世界上真的會有這種人存在，而且這些人好像都知道哪時候在哪裡會有活動一樣，在下一次的檔期常常看到一樣的人出現，現在雖然已經習慣了，但還是覺得很神奇！
107年12月06日,107,19,說明：若繼續任職該企業，您還想學習的工作內容或是到其它單位實習，其原因為何？ 
107年12月06日,107,19,想繼續學習督導面對問題時的臨危不亂，還有事前對活動場地的人力規劃及布置，雖然有時候督導們會讓我們擔任小助手，可是對於場地圖和人力分布還是沒那麼熟悉，常常需要看好幾次才能看懂。有時候看督導們看著場圖在分配人力時真的覺得他們很厲害，看一眼就知道哪些點需要幾個人手。還有想更了解後台的工作內容，常常在裡面工作時都會很敬佩後台的音控音響等各個設備人員，如果沒有他們就沒有這些表演，對沒有接觸過後台的我對他們的工作滿趕興趣的，希望未來若有機會也能到後台學習。
107年07月15日,107,20,剛開始第一週進入職場學習，跟以往上課不同，心情也不同，有點小緊張。這週上課是在認識公司的起源、產品，以及之後上班所會接觸到的所有電腦軟體操作。跟著主管安排的課程，一步一步慢慢學習，會越來越瞭解上班所有要做的工作及流程。雖然才剛來沒幾天，不過我發現同事跟主管們都很熱心，遇到不懂的問題都可以向他們請教，也都會很熱心地教導我。我很幸運遇到一群這麼熱心的同事，還有學長姊，相信在未來實習的環境裡，可以更快跟上大家的腳步，與大家一同努力。
107年7月22日,107,20,繼上星期的訓練課程後，慢慢對公司越來越了解，每日的上班流程也都比較熟悉了，漸漸地步上軌道，也比較沒有一開始那麼緊張，有遇到不會的問題都會向同事們或主管請教，經理人很好，她只要發現我一有問題就會馬上停下手邊的工作，然後來指導我，我覺得經理真的好厲害，能及時給我們教育訓練，我也會好好向大家學習。有遇到不懂的或是特別重要的事項我就會馬上做筆記，可以幫助我以後在接電話的時候更順利，就不用一直向別人求救。期許之後就可以一個人處理好所有的工作，還需要加把勁才行。
107年7月29日,107,20, 這週正式開始要接電話，每一通客人來電的目的都不同，跟之前在訓練的時候不太一樣，感覺很真實，雖然講話會很緊張也會有點結巴，遇到問題也沒辦法自己解決，還是要向同事求助，他們也都很熱心的教導我，遇到不會的，處理完後就會自己整成筆記，慢慢從中學習，更進一步，變得越來越熟練，這樣下次就換我可以教導別人了。這個禮拜也有同班同學跟我一起上班，也有伴了，可以跟朋友一起學習、一起進步。有遇到不同的狀況都會一起分享案例，然後想出解決辦法，這樣一來，可以學習到更多更深入。
107年8月5日,107,20, 實際上機接電話之後，真的會對工作越來越上手，每個遇到的客戶都不同，有些很有禮貌，有些態度很差，但是我們還是要表現我們的專業，不能帶有情緒跟客戶應對，就算客戶打電話來很無理取鬧，我還是要以專業的角度去替客戶解決他所有的疑難雜症。也不要被客戶所影響心情，畢竟他就只是打一通電話進來，也見不到面，接聽完電話後，調整好自己的情緒，繼續往前邁進。任何工作都會遇到挫折，千萬不要因為一點小事而否定自己的能力，要相信自己是可以的，繼續加油，會越來越好的。
107年8月12日,107,20,實習已經過了一個多月，覺得自己有越來越上手，不用再一直求助別人，可以自己從頭到尾做好一件事。接聽電話的過程中，也發現自己有很大的進步，講話不再緊張結巴，能夠順順地講完一通電話，不會再一問三不知，也能在第一時間替客人解決疑問，給予客人最好的服務。雖然自己還是有很多不懂需要學習的地方，不過，主管說我真的有比之前進步很多，遇到問題也會試著自己解決，不用再一直向別人求救。還是很希望自己能夠快點上手，變得跟學長姊一樣厲害，以後也能成為別人的榜樣。
107年8月19日,107,20,每一通電話進來都是學習的機會，就算今天不是我接線，我也會在一旁聆聽，向別人學習之後成為自己的經驗，可以進步地更快。接聽一堆電話中，發現各式各樣的客戶都有，有的性子急很沒有耐心，一直催促想要知道結果，有的則是很客氣，會給予稱讚，也很有禮貌不會罵人，而有些則是很有理性，知道自己想要的從我們客服人員這邊得到解答。雖然看不到對方，不過從口氣中就能知道這個客戶是一個怎麼樣的人，實在是很有趣，不過，這也是一項很艱難的挑戰，因為你永遠不知道客戶接下來是要對你說什麼話，所以應當做好我們份內的工作，盡力為客人解惑給予最優質的服務。
107年8月26日,107,20,每週都會有新的東西要學習，每天也都會接到不同客戶的電話，這讓我學習到遇到每種問題要有不同的應對方式，更要學會自己解決問題，當然，遇到有不懂的地方還是要請教別人，把不懂的問題解決，這樣就能成為新的知識。一點一滴累積，學習到更多知識。將這些知識成為自己的經驗，變得越來越厲害。期許自己能更快跟上大家的腳步，要再加油一點。每一兩週公司也會有檢核表，會發現自己講話越來越順，遇到問題也能馬上就能回覆客戶，雖然不是進步很多，但比起之前，真的有越來越上手，還需要加把勁才行。
107年9月2日,107,20,時間真的過得很快，來這裡上班也快兩個月了，學習到更多的東西，越來越上手，有慢慢變好的感覺，跟客戶講話有比較順了，緊張感也沒那麼重，比起之前更穩定多了，講話的話術也變得比較有邏輯，不再隨便亂講、結巴，但還是要繼續努力才行。別人有遇到問題，也能很快就幫他想到解決辦法，主管也說我有很大的進步，但不能太驕傲，要更努力跟上大家的腳步，希望以後自己能獨當一面，從頭到尾完整處理好一個案件。下個月要開始新的工作階段，又會面臨不少挑戰，要繼續努力才行。
107年9月9日,107,20,這星期每天都有很多資料要處理，很有挑戰性，不過相對的也花了不少時間跟心力，但是，完成這大量的工作後覺得很有成就感。我覺得自己好像又更進步了，做事變得比較有條理，處理案件速度也變得很快，都能夠自己完成，也不用一直請教別人，工作效率提升。不過，有時候也覺得每天做一樣的工作很無趣，沒什麼新鮮感，我覺得這時候就要調整好自己的心態，讓自己覺得不管任何工作都是有趣的。自己態度真的很重要，會影響自己在工作上的表現，也會改變別人對你的看法。雖然說能力還不足，但是我相信只要肯去做去嘗試，任何工作一定都能很快就上手。
107年9月16日,107,20,從上星期開始，每天都有好多案件要處理，CCTV案件也算是公司裡一項比較大的服務項目，從別人申報案件開始，就要陸續追蹤，而且還有時間限制。這一兩週每天都有好幾十筆要處理，實在是忙透了，要一直顧著這些案件，不過，這也讓我變得更熟練，能更快處理好每一筆，自己在當中也學到不少電腦文書的技巧。說真的每天做同一件事雖然有點乏味，但是主管把整件事都交給我辦，這對我來說也是一種肯定，我會認真做好分內的每一件工作。時間真的過得很快，來這裡上班也兩個多月了，真正的體驗到職場生活，並不是想像中容易呢，要持續堅持下去，後面還有更多困難和挑戰在等著，繼續加油囉!
107年9月21日,107,20,來公司三個月了，時間真的過得好快，雖然每天的工作內容都差不多，聽起很無趣，不過，漸漸地會發現其實自己在處理事情的過程中效率會變好，花得時間也比較短，越來越熟練。每天的生活也很規律，我想這就是真正的上班族生活，跟當學生在學校上課有很大的不同，總覺得自己好像也還沒有很適應，偶爾還是會想要偷懶放鬆一下。但還是要把份內的工作做好，不要造成別人的負擔，不然就會辜負主管以及老師對我的期望。有時候如果覺得很累很厭煩的時候，會讓自己停下來休息一下，調整好心態，然後繼續往前邁進。
107年9月30日,107,20,這個禮拜被主管交代一項任務，做了一份個案分析表，這算是新的挑戰，因為這是實習這麼多天以來的第一次，於是我就很認真的整理一份出來交給主管看。並跟主管一起討論整個案件的流程，從開始到結束，該如何應對，以及分析表內容要如何修改呈交給上面的長官看。主管對我說她沒辦法教我什麼，只能從一些特殊案件中讓我自己學習，事後她再跟我一同討論、檢討，這樣才會學得更深入。我覺得這是一個很棒的經驗，有主管親自教導我、和我分享經驗，會進步得更快。有了這次難得的經驗，以後我也會好好努力，把每一件事都做好。我會繼續加油的。
107年10月6日,107,20,這週是第一次實習的返校日，看到好久沒見的同學，大家都互相分享自己的工作心得，每個人的工作都不同，會發生的事也不太一樣，實在是很有趣，看來大家都適應得不錯。我也很開心的跟別人分享我的工作，在學校的生活真的跟在辦公室裡坐一天很不一樣，不能想做什麼就去做，還是要遵守公司的規定。不過，在學校的日子還是比較自由。一時之間忘了自己還是學生身分，才沒過多久，現在已經是職場裡的菜鳥上班族。心態的轉變真的很重要，現在在職場上所學到的東西都能累計成為自己的經驗，說不定以後在不同的工作領域也有機會用得到。
107年10月14日,107,20,這個星期電話量很多，也遇到很多不一樣的案件。不同客戶也有不同的處理方式，要解決的問題也不一樣，現在接到電話都會先去查看客戶的資料，並跟客人核對完才會開始針對客戶的問題做解答。這樣有個好處就是不會弄錯客人的資料，也確保個人資料安全問題，為客戶做最完整的服務。最近也比較少接到客人抱怨的電話，大部分來電的人講話都很客氣，讓我覺得壓力比較沒那麼大，不然我都很害怕會被客人投訴或抱怨。自己講話也變得比較有條理一點，不會再沒邏輯的客人講話，會先自己整理過後，再完整的表達給客戶。還是要繼續磨練，要多向主管們學習他們講話的話術以及應變能力。
107年10月21日,107,20,現在覺得遇到客人抱怨根本不算什麼，因為他們要的就只是一個合理的解釋，只要針對顧客所在意的點做回應，問什麼就回答什麼。像這星期有一個客戶打電話來抱怨方案太貴了，別家比較便宜，認為自己當了冤大頭，繳了比別人多的費用，這時候講話技巧就很重要，向客戶推更優惠價格以及方案，給客人做參考，想盡辦法說服他，讓他可以繼續使用自家的產品。以前上課行銷學有說過照顧舊客戶比開發新客戶還重要，開發新顧客成本比維繫舊顧客多出好幾倍，原來是這個道理。但是，要留住舊客也是一種考驗。總是要給客人有服務至上的感覺，我想這就是做客服所要具備的能力吧。只能透過講話的方式，無法直接面對客人，還是要盡心盡力為客戶服務。覺得自己需要學習的地方還有很多，靠自己慢慢摸索以及主管們的用心指導，能更增強自己在工作上的實力、進步更快。
